證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,本益比,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1602,太電         ,200212,9233,2.76,-0.38547,7.2632,0.67813,-0.82839,-18.6808,-0.70349,-1.7593,21.5507,58.99,22.99,4.07,5.41,-2608.1,-294.76,-100,-1
1904,正隆         ,200212,9207,6.5,6.9892,0.47101,0.38783,0.038,0.067403,0.074748,0.055495,0.77375,231.8,94.4,2.55,6.25,105.48,121.94,29.5385,-1
3051,力特         ,200212,9099,43.35,10.7568,2.1188,1.5179,0.092933,0.16838,0.144,0.12061,0.81186,160.38,94.18,4.22,10.35,812.15,207.81,165.3518,1
1503,士電         ,200212,8856,13.18,16.475,0.74087,0.63213,0.024708,0.04402,0.061228,0.037559,0.78162,121.32,81.97,4.69,3.2,10.31,30.08,14.4917,-1
2908,特力         ,200212,8766,14.41,6.2926,0.96452,0.25105,0.082455,0.14433,0.023425,0.038277,0.75038,168.76,140.95,50.69,10.32,-19.2,19.03,-5.9681,-1
2526,大陸         ,200212,8729,6.17,7.2588,0.33679,0.29507,0.021206,0.048209,0.047178,0.042255,1.2734,121.8,31.5,1.26,5.21,106.63,117.49,31.6045,1
1714,和桐         ,200212,8704,11.86,9.3386,0.95955,0.45969,0.044578,0.078245,0.061766,0.049128,0.75524,102.72,73.37,12.89,8.12,72.46,33.71,-2.6138,-1
2477,美隆電       ,200212,8701,24.89,5.132,1.2628,0.7725,0.16062,0.24342,0.18784,0.15044,0.51547,334.45,267.79,11.44,5.09,40.95,38.67,0.40177,-1
2396,精碟         ,200212,8372,13.9,-17.1605,0.62444,1.0435,-0.019642,-0.036392,0.032123,-0.060804,0.8528,117.85,93.36,6.75,2.04,-81.7,-139.05,89.7122,1
2480,敦陽科       ,200212,8231,22.56,6.5391,1.3381,0.63747,0.10556,0.20474,0.13359,0.097557,0.93956,265.79,175.66,3.85,2.75,-21.32,-27.35,-11.1702,-1
2333,碧悠         ,200212,8159,29.46,-31.0105,2.8968,5.9636,-0.051139,-0.082302,-0.21681,-0.19273,0.60936,136.63,90.76,2.39,4.41,-385.27,-382.1,-14.9016,-1
1312,國喬         ,200212,8125,12.51,-156.375,1.3539,0.53076,-0.0016707,-0.0053343,0.09631,-0.0023167,2.1929,55.89,34.87,10.66,9.67,346.64,105.31,12.1503,-1
2416,世平         ,200212,8062,18.99,8.8326,0.76851,0.11567,0.026685,0.082099,0.031042,0.012354,2.0766,162.17,83.76,6.32,6.35,55.55,136.45,17.5882,-1
5522,遠雄         ,200212,8029,9.07,8.8922,0.63694,0.48555,0.020049,0.071364,0.10668,0.054483,2.5594,126.89,8.95,0.35,9.5,-31.09,-50.75,30.7607,1
2393,億光         ,200212,7848,18.06,6.8409,0.87204,1.0163,0.088278,0.11801,0.13324,0.13757,0.33679,234.19,161.49,4.12,4.06,472.97,967.99,90.9745,1
2014,中鴻         ,200212,7781,5.18,2.9942,0.56489,0.25505,0.069425,0.18757,0.13038,0.084678,1.7018,46.59,8.34,6.55,37.14,375.7,178.84,105.4054,1
1718,中纖         ,200212,7617,4.99,-6.9306,0.52471,0.52306,-0.028937,-0.07308,0.04076,-0.072808,1.5255,87.61,49.18,7.16,4.9,-17.11,-7579.13,116.8337,1
3024,憶聲         ,200212,7605,20.42,5.3879,1.2309,0.48481,0.11072,0.20956,0.11444,0.082532,0.89277,189.8,69.75,3.19,11.48,235.33,281.03,-4.9951,-1
2903,遠百         ,200212,7501,5.05,-8.5593,0.32023,0.066579,-0.0076326,-0.031985,0.013738,-0.0078197,3.1906,34.5,22.64,25.83,87.88,373.28,-298.01,67.3267,1
6129,普誠         ,200212,7497,34.86,6.0838,2.0725,1.3413,0.23912,0.34044,0.24493,0.22029,0.42376,424.74,341.71,6.52,10.73,178.78,168.17,-12.9662,-1
1304,台聚         ,200212,7482,5.78,289,0.49571,0.76253,0.00091426,0.0017296,0.029928,0.0029328,0.89182,109.7,76.64,7.65,11.15,16.56,95.85,38.2353,1
2338,光罩         ,200212,7478,10.14,6.9931,0.75785,1.4403,0.080272,0.11194,0.2342,0.21285,0.39455,405.6,361.19,13.91,3.96,18.59,7.09,4.0434,-1
9937,全國         ,200212,7478,16.4,9.0608,1.3152,0.3949,0.074767,0.14507,0.053261,0.043564,0.94034,47.48,40.52,83.7,799.88,149.63,107.32,4.8171,-1
2491,吉祥全       ,200212,7448,68.64,326.8571,2.603,4.237,0.0031336,0.0051185,0.028987,0.0084418,0.6334,106.44,48.61,15.01,4.67,114.94,106.25,-25.7867,-1
2458,義隆         ,200212,7440,15.87,9.9187,1.2976,1.2757,0.09488,0.13145,0.19233,0.12917,0.38543,484.98,382.47,5.78,10.59,1.45,-25.04,40.8948,1
2606,裕民         ,200212,7429,4.55,12.6389,0.32593,0.58786,0.012403,0.026133,0.074445,0.047139,1.107,140.68,115.71,0,18.71,-67.66,-55.99,203.0769,1
2457,飛宏         ,200212,7379,13.53,5.9342,0.71248,0.4495,0.065331,0.11405,0.051427,0.071949,0.7457,257.91,220.98,6.58,5.6,-39.2,-11.96,-19.1426,-1
1409,新纖         ,200212,7289,5.2,11.8182,0.57778,0.41734,0.020864,0.047945,0.036452,0.034928,1.298,95.39,49.23,5.62,8.95,501.93,260.74,45.3846,1
2905,三商行       ,200212,7279,9.97,14.6618,0.81654,0.2505,0.021714,0.054692,0.016612,0.016776,1.5187,135.64,69.01,5.05,8.96,-47.59,-84.73,-5.3159,-1
1311,福聚         ,200212,7278,16.83,11.449,1.0713,0.55144,0.069218,0.093715,0.086098,0.048246,0.35393,275.35,214.52,8.76,19.2,102.81,40.07,27.3916,-1
2473,思源         ,200212,7245,30.14,5.8185,1.1824,3.6711,0.10727,0.20198,0.56792,0.62815,0.88292,642.36,634.67,0,11.16,59.78,47.35,28.6994,-1
2316,楠梓電       ,200212,7232,14.52,13.2,0.93677,0.81436,0.038375,0.0699,0.070683,0.061774,0.82149,134.25,112.99,14.14,4.55,60.46,282.37,15.3581,-1
2006,東鋼         ,200212,7231,5.93,11.86,0.38432,0.22677,0.013314,0.031442,0.046513,0.01855,1.3615,90.47,47.9,7.12,8.14,97.55,184.77,34.9073,1
3010,華立         ,200212,7149,21.04,4.4576,0.92565,0.36446,0.099346,0.19384,0.093528,0.076797,0.95119,174.6,120.67,6.23,3.38,4.46,11.65,20.8175,-1
2449,京元電       ,200212,7110,8.53,-12.3623,0.39878,0.71321,-0.01611,-0.031642,-0.033799,-0.056588,0.96413,88.95,81.82,102.04,5.06,73.77,61.77,118.5229,1
5478,智冠         ,200212,7004,43.67,5.3452,1.1803,1.2589,0.12061,0.16929,0.030186,0.18051,0.40359,337.55,285.32,6.83,5.53,-73.8,68.73,23.1509,-1
1726,永記         ,200212,6984,28.54,9.0032,1.1457,0.87278,0.093523,0.12723,0.14311,0.096904,0.36038,353.06,241.94,4.06,4.42,20.4,-6.55,-6.2369,-1
2355,敬鵬         ,200212,6981,12.43,6.0931,0.55865,0.65872,0.058299,0.090273,0.17353,0.10646,0.54845,358.4,331.98,19.46,4.08,10.13,-17.86,-0.080451,-1
1527,鑽全         ,200212,6883,24.48,5.3217,1.4266,1.4872,0.16937,0.2682,0.37221,0.27956,0.58355,180.31,157.4,6.02,6.67,28.92,8.21,33.8644,1
2354,鴻準         ,200212,6833,12.33,10.0244,0.75183,0.26921,0.051898,0.073593,0.0077493,0.026343,0.41804,288.76,269.09,46.12,4.87,-47.81,23.57,112.4088,1
2336,D 致伸       ,200212,6808,13.38,41.8125,1.0396,0.4738,0.012208,0.024558,0.014475,0.011289,1.0116,127.11,95.44,11.14,3.9,9.31,-26.57,8.5949,-1
3048,益登         ,200212,6806,29.27,3.8013,1.4865,0.17628,0.1938,0.39117,0.060811,0.04639,1.0184,180.52,139.83,30.86,16.31,19.25,27.49,-1.0933,-1
2350,環電         ,200212,6781,6.34,15.4634,0.50679,0.13409,0.014978,0.032832,0.025285,0.0086844,1.192,125.24,89.14,10.03,5.41,44.38,269.17,39.5899,1
3049,和鑫         ,200212,6759,13.92,6.8911,0.82709,1.6914,0.058144,0.11993,0.24261,0.2452,1.0627,99.77,55.72,4.35,3.87,786.44,215.71,63.6494,1
2910,統領         ,200212,6741,25.67,20.0547,3.2659,1.9128,0.060239,0.16235,0.12741,0.095088,1.6952,144.45,131.34,47.84,96.49,-19.23,-21.31,-15.5434,-1
4906,正文         ,200212,6677,27.73,4.6217,0.92526,0.50054,0.11943,0.1819,0.10143,0.098403,0.52304,230.82,136.45,4.5,4.87,28.62,35.85,12.189,-1
1905,華紙         ,200212,6645,8.54,10.5432,0.70057,0.77636,0.04483,0.063014,0.091023,0.073761,0.40562,471.56,331.12,5.92,7.18,232.84,284.96,52.3419,1
2329,華泰         ,200212,6641,18.77,-5.9777,2.5331,1.6336,-0.11708,-0.34598,-0.18701,-0.23341,1.955,47.16,32.87,14.73,8.44,11.15,-1.61,26.1588,-1
5471,松翰         ,200212,6589,27.92,5.5397,1.6799,1.7363,0.26641,0.30316,0.28674,0.31329,0.13795,794.59,687.32,21.89,10.12,-2.43,4.79,5.659,-1
2403,友尚         ,200212,6588,14.79,4.8492,0.50912,0.10451,0.044699,0.084416,0.030465,0.017953,0.88856,189.45,100.26,9.62,7.17,261.98,2140.28,16.3624,-1
6180,橘子         ,200212,6535,32.99,4.3928,1.1653,1.4728,0.18022,0.23246,0.25725,0.29374,0.28987,349.08,337.13,42.14,4.27,53.98,133.21,-32.2825,-1
1314,中石化       ,200212,6509,4.14,-3.45,0.46674,0.41359,-0.035687,-0.13493,0.0032492,-0.11962,2.7808,28.81,15.36,8.41,7.92,104.08,48.92,21.9807,-1
2328,廣宇         ,200212,6469,12.86,30.619,0.85676,1.0008,0.021963,0.025498,0.040542,0.032886,0.16098,513.11,444.92,10.95,4.88,-10.66,3.84,15.9409,-1
1723,中碳         ,200212,6463,15.93,5.1222,1.1063,1.0571,0.12334,0.21576,0.2002,0.20622,0.74938,166.54,157.13,16.47,14.92,18.26,9.11,35.3421,1
2448,晶電         ,200212,6390,31.4,6.7094,1.3029,1.7953,0.1087,0.17358,0.2389,0.23923,0.59694,199.51,144.25,2.53,4.18,493.94,2807.03,50.9554,1
6196,帆宣         ,200212,6374,31.57,4.1704,0.90252,0.34826,0.10589,0.20765,0.10373,0.080132,0.96108,184.57,106.06,4.12,4.36,27.42,16.16,15.1093,-1
2707,晶華         ,200212,6317,50.19,21.5408,3.1447,4.0281,0.15448,0.20072,0.33102,0.27769,0.29932,297.46,288.8,97.42,26.9,0.29,-0.33,45.9056,1
1903,士紙         ,200212,6266,24.1,120.5,1.596,2.8521,0.0058256,0.013146,-0.064182,0.0235,1.2566,111.13,71.5,3.31,5.93,53.75,111.53,6.2241,-1
2102,泰豐         ,200212,6217,15.3,7.0507,1.1095,0.91234,0.072344,0.15721,0.13622,0.12932,1.173,108.89,72.95,6.52,4.31,114.59,64.74,26.2745,-1
2365,昆盈         ,200212,6209,11.68,4.672,0.60612,0.30932,0.088373,0.12834,0.082695,0.065533,0.45223,224.43,168.67,8.08,9.7,47.89,33.09,26.0274,-1
3007,綠點         ,200212,6194,25.63,5.892,1.1187,0.57518,0.11578,0.1897,0.12517,0.097534,0.63838,216.4,159.95,7.95,5.5,58.37,55.19,72.2201,1
3041,揚智         ,200212,6183,27.35,7.5137,1.3368,0.63193,0.11103,0.17491,0.086375,0.084166,0.57533,224.76,111.43,4.48,7.4,32.36,3033.05,-20.4388,-1
1716,永信         ,200212,6041,15.39,8.2299,0.79907,1.1703,0.071141,0.09412,0.18351,0.14246,0.32299,216.03,133.3,1.26,3.56,6.64,21.85,9.0968,-1
3026,禾伸堂       ,200212,6026,20.47,6.8007,0.90736,0.53419,0.077214,0.13356,0.10114,0.078639,0.72979,528.61,385.74,5.87,4.09,30.47,45.47,33.0239,1
2436,偉詮電       ,200212,5972,19.45,9.8731,1.346,2.0176,0.11955,0.13477,0.20151,0.2041,0.12731,722.59,638.58,6.98,3.79,57.08,-2.75,-0.51414,-1
2314,台揚         ,200212,5966,12.32,-8.6154,1.2382,1.4243,-0.07702,-0.1442,-0.0050462,-0.16592,0.87225,304.02,231.45,2.7,5.25,-113.3,-190.76,1.1364,-1
5903,全家         ,200212,5939,19.98,8.2905,1.5217,0.15614,0.068581,0.18323,0.024208,0.018798,1.6717,111.09,84.89,17.06,98.7,185.14,84.93,60.01,1
9934,成霖         ,200212,5896,19.92,3.8234,0.96793,0.42464,0.12313,0.17943,0.13618,0.10081,0.45729,251.38,176.61,4.53,16.13,60.31,64.56,-9.7892,-1
2402,毅嘉         ,200212,5893,19.49,7.8907,1.1036,1.2367,0.083298,0.14001,0.22098,0.15689,0.68086,218.35,148.94,4.22,4.24,70.14,47.66,76.1416,1
2387,精元         ,200212,5843,12.55,5.9198,1.0162,0.74437,0.1103,0.14701,0.2045,0.1242,0.33284,256.76,203.43,6.92,5.27,570.59,281.41,14.4223,-1
2398,博達         ,200212,5829,16.65,37,0.57732,0.8847,0.0066056,0.013381,0.070421,0.023961,1.0257,295.07,247.57,5.27,1.98,-57.89,-84.67,-12.6126,-1
5434,崇越         ,200212,5809,33.36,5.8118,1.1146,0.52264,0.10877,0.19181,0.10493,0.089942,0.76335,203.1,124.14,9.13,3.83,17.17,32.32,26.259,-1
2374,佳能         ,200212,5788,13.9,49.6429,1.0228,0.86282,0.01269,0.020354,-0.045386,0.017766,0.6039,136.32,105.96,11.48,5.58,-764.79,-88.59,21.7266,-1
5305,敦南         ,200212,5785,10.4,8.8889,0.79632,0.6545,0.055875,0.089351,0.074056,0.073437,0.59911,126.41,91.39,7,5.46,148.28,165.23,40.8654,1
1704,榮化         ,200212,5771,6.11,6.299,0.38428,0.26257,0.031094,0.060467,0.049213,0.041694,0.94465,170.8,128.25,7.56,13.51,177.29,397.17,19.9673,-1
3005,神基         ,200212,5738,15.56,4.8474,0.94075,0.1525,0.097781,0.19389,0.021213,0.03143,0.98292,176.25,118.86,11.97,8.12,2.93,20.15,-26.8638,-1
1229,聯華         ,200212,5720,5.48,12.4545,0.38003,1.8451,0.022854,0.030455,0.013393,0.14775,0.33256,115.27,68.03,3.14,6.91,145.1,71.78,12.4088,-1
2441,超豐         ,200212,5697,8.55,3.2022,0.5268,0.4543,0.10459,0.16465,0.1702,0.14204,0.57422,213.44,181.14,14.28,3.94,116.21,155.75,71.9298,1
2422,國聯         ,200212,5676,17.7,14.8739,1.25,2.0557,0.046138,0.08208,0.13216,0.13502,0.77899,247.26,150.33,1.99,3.59,229.08,191.74,1.0734,-1
2495,普安         ,200212,5650,12.37,4.5146,0.88993,1.2939,0.17864,0.19682,0.29128,0.28604,0.10176,832.18,624.69,2.04,8.8,-18.05,-15.55,147.696,1
20032330,台積電       ,200312,1286930,35.65,15.3004,2.1898,3.5508,0.116,0.14351,0.25272,0.23281,0.23716,534.69,459.11,10.98,9.41,62.4,118.92,-7.2931,-1
2412,中華電       ,200312,475632,27.71,5.5089,0.75381,1.4922,0.10525,0.13676,0.32561,0.27073,0.29943,43.46,27.81,76.14,12.05,5.26,12.2,37.4594,1
2303,聯電         ,200312,469695,23.75,25.8152,1.577,3.8245,0.039548,0.056691,0.10177,0.1465,0.43347,349.62,316.67,8.79,6.26,8576.38,103.34,-23.6632,-1
6505,台塑化       ,200312,395920,29.5,12.1901,1.6545,0.97779,0.057699,0.13546,0.091506,0.080056,1.3477,104.11,55.19,7.38,10.35,97.51,65.67,24.5763,1
2317,鴻海         ,200312,336309,43.06,4.3103,1.2048,0.29463,0.11129,0.25464,0.065636,0.062425,1.2881,155.4,117.31,13.01,6.5,37.91,49.44,30.9336,1
1303,南亞         ,200312,322780,26.45,10.1341,1.1678,1.015,0.058487,0.11443,0.076704,0.10009,0.95649,229.51,144.04,6.32,6.25,33.36,24.64,9.3384,1
1301,台塑         ,200312,269184,28.58,8.2841,1.2731,1.4434,0.086918,0.15385,0.094022,0.17451,0.77009,193.7,122.53,7.57,15.84,20.83,67.76,7.2428,1
2002,中鋼         ,200312,266555,12.07,3.0635,0.7042,0.77721,0.15514,0.22909,0.30602,0.25294,0.47666,194.26,129.31,4.67,54.13,93.48,118.63,45.4018,1
1326,台化         ,200312,257354,28.02,7.148,1.166,1.1888,0.094629,0.16314,0.12707,0.16629,0.72399,221.51,108.38,5.2,13.35,52.81,61.28,20.1285,1
2382,廣達         ,200312,233468,43.97,9.1224,1.9771,0.41306,0.084833,0.21287,0.043587,0.044474,1.5093,144.44,111.89,12.81,8.17,34.81,22.13,-21.4692,-1
2454,聯發科       ,200312,204653,143.37,5.5227,2.5375,2.4003,0.39261,0.45792,0.39218,0.4337,0.16635,681.15,632.64,9.8,10.14,17.51,35.08,-15.317,-1
2409,友達         ,200312,172783,25.11,6.8795,1.1761,1.0393,0.099069,0.16901,0.15492,0.14934,0.70602,127.38,93.52,8.82,7.77,110.59,160.02,25.6073,1
2357,華碩         ,200312,171130,174.29,34.3767,5.3365,1.9969,0.094409,0.15525,0.054652,0.0581,0.64444,194.36,119.18,6.97,6.92,18.44,15.38,28.2173,1
2324,仁寶         ,200312,150439,25.81,6.7921,1.2866,0.46197,0.086651,0.17098,0.065783,0.063909,0.97326,194.31,163.21,13.37,5.42,29.63,48.08,-21.6583,-1
3045,台灣大       ,200312,138644,22.12,7.6014,1.4737,1.8762,0.094612,0.17548,0.30387,0.24568,0.85469,168.77,163.85,44.34,8.86,2.37,-10.9,29.6112,1
2311,日月光       ,200312,124951,19.54,25.0513,1.5496,1.2205,0.023991,0.049688,0.057065,0.047857,1.0711,113.72,89.28,11.88,5.23,577.29,267.72,-27.1238,-1
3009,D 奇美電     ,200312,114962,21.22,7.7729,0.91073,0.86648,0.048907,0.091576,0.1008,0.086578,0.87245,172.4,136.71,6.98,5.65,38.51,56.52,39.114,1
2353,宏碁         ,200312,104286,28.34,7.8504,0.88563,0.35398,0.062379,0.11341,0.011675,0.046391,0.81816,156.62,130.57,16.86,6.53,934.83,-15.85,17.2195,1
2352,佳世達       ,200312,85438,47.98,13.2176,2.177,0.77188,0.079125,0.15619,0.040338,0.058492,0.97392,128.27,75.66,6.86,6.78,-30.54,4.2,4.3977,1
2323,中環         ,200312,84842,24.71,9.7283,1.3053,2.2691,0.071845,0.11805,0.22925,0.20635,0.64319,188.9,157.78,7.72,4.22,355.82,3575.82,-33.6301,-1
2475,華映         ,200312,83650,11.62,64.5556,1.0175,0.76247,0.0066802,0.013973,0.047902,0.010657,1.0917,142.31,122.2,9.38,4.48,14.93,134.76,3.5284,1
2301,光寶科       ,200312,80916,25.53,7.6898,1.2601,0.38729,0.066279,0.14668,0.04769,0.050307,1.2131,147.06,110.67,8.33,5.08,6.24,23.19,9.1265,1
2204,中華         ,200312,77948,43.55,7.7491,1.4738,0.73255,0.1134,0.17081,0.083378,0.094032,0.50627,179.15,131.61,9.66,8.7,45.06,35.07,-26.4064,-1
2408,南科         ,200312,75536,46.72,-106.1818,3.3515,5.7255,-0.017072,-0.029443,-0.0013905,-0.050297,0.72466,126.41,65.15,4.08,5.88,-101.16,-162.11,21.5967,1
2344,華邦電       ,200312,72666,16.01,-61.5769,1.1535,2.2741,-0.015633,-0.018755,-0.079994,-0.036994,0.19968,224.91,175.51,5.49,7.93,1.43,72.48,-22.2361,-1
4904,遠傳         ,200312,68253,16.98,5.5855,1.0646,1.2358,0.11143,0.19029,0.22464,0.2209,0.70774,186.56,153.16,25.69,10.53,5.64,5.47,74.4994,1
9904,寶成         ,200312,67852,17.09,4.8006,0.95422,0.28646,0.047147,0.10129,0.093323,0.059634,1.1484,200.85,137.3,10.02,12.74,5386.69,198.57,-10.3569,-1
2325,矽品         ,200312,65604,17.7,11.4194,1.1021,1.1943,0.051936,0.095585,0.091964,0.10356,0.84044,129.55,109.37,14.25,5.66,361.12,567.63,-15.4237,-1
2609,陽明         ,200312,65603,19.17,5.1811,1.0954,0.50196,0.090513,0.19973,0.1087,0.091522,1.2067,237.78,219.61,0,33.8,683.82,485.59,3.1299,1
2308,台達電       ,200312,64391,23.24,6.6023,1.086,0.69435,0.082467,0.14897,0.086569,0.10527,0.80641,243.26,218.37,9.72,4.61,12.99,20.96,44.4923,1
2603,長榮         ,200312,63547,18.05,10.744,0.96164,0.36238,0.028602,0.085097,0.046895,0.033708,1.9752,89.76,83.15,0,5.6,183.81,305.12,17.0083,1
1402,遠東新       ,200312,59964,10.16,8.6838,0.58492,0.42996,0.022221,0.05343,0.094211,0.049321,1.4045,107.45,72.02,7.4,9.79,-4.37,25.38,67.9134,1
8008,建興電       ,200312,57904,52.33,6.2746,1.9755,0.67357,0.14011,0.31482,0.10992,0.10734,1.247,162.79,127.43,6.38,5.06,-14,-21.76,-22.2052,-1
5346,力晶         ,200312,56661,10.35,172.5,0.91029,1.5044,0.0021499,0.0044527,0.0084114,0.0073556,1.0711,73.49,50.73,6.65,10.87,114.44,111.28,56.5217,1
2388,威盛         ,200312,55899,98.06,-74.2879,5.6389,5.2579,-0.051676,-0.073808,-0.046364,-0.071031,0.42828,222.11,172.34,4.35,6.1,-175.09,-532.84,-60.4528,-1
2201,裕隆         ,200312,55808,30.23,6.7478,0.97203,0.88006,0.091522,0.16269,0.084247,0.16649,0.77764,148.01,123.25,8.79,2.58,128.41,48.79,-0.99239,1
6116,彩晶         ,200312,52146,13.01,54.2083,1.1925,1.5866,0.0099251,0.019447,0.028956,0.025859,0.95933,187.23,157.94,10.05,7.47,2.23,-3.79,-19.2929,-1
3012,廣輝         ,200312,52064,15.27,63.625,1.2187,1.7694,0.0067134,0.014366,0.0017664,0.02084,1.1399,148.22,128.6,7.59,4.32,-88.97,431.21,14.7348,1
2401,凌陽         ,200312,49371,56.32,21.6615,3.0996,3.9193,0.12073,0.14305,0.17829,0.18085,0.18484,434.14,340.24,5.67,5.57,9.5,-5.14,-18.8033,-1
1216,統一         ,200312,47361,8.95,10.407,0.71772,0.48721,0.024342,0.061263,0.0040143,0.047371,1.5167,81.1,51.09,8.71,9.83,-45.46,167.22,24.1341,1
2615,萬海         ,200312,46406,15.68,5.3333,1.0784,0.62099,0.10607,0.20206,0.11838,0.11633,0.90498,137.05,129.38,0,19.68,49.72,29.24,21.0459,1
5387,茂德         ,200312,45463,9.3,103.3333,0.8716,1.3901,0.0049138,0.0082427,0.033734,0.013156,0.67745,147.38,106.75,6.17,3.26,154.4,116.14,20.8602,1
2912,統一超       ,200312,44641,32.5,7.5758,2.0211,0.30979,0.11528,0.25575,0.037808,0.040878,1.2185,66.7,40.57,26.75,149.94,22.41,43.8,9.5385,1
2349,錸德         ,200312,44043,19.71,30.7969,0.67362,1.4366,0.011948,0.020217,0.1275,0.046266,0.69209,146.4,104.29,4.26,3.61,294.22,122.74,-41.1466,-1
1101,台泥         ,200312,42524,10.8,18,0.57909,0.61329,0.011649,0.030245,0.17674,0.037093,1.5964,95.36,73.93,16.28,7.04,127.85,25.57,32.5926,1
2610,華航         ,200312,41879,16.37,25.5781,0.96294,0.61403,0.0093227,0.036789,0.037146,0.023458,2.9462,84.99,67.09,0,13.37,-46.59,-42.96,30.1772,1
2105,正新         ,200312,41441,17.14,5.6944,0.90977,0.63224,0.074337,0.14496,0.12502,0.11093,0.9501,133.41,86.18,4.63,8.73,-1.82,0.82,4.8425,1
2356,英業達       ,200312,39709,9.21,4.3857,0.65458,0.21479,0.081507,0.14901,0.017735,0.048898,0.82813,164.65,123.39,11.48,6.19,-1.44,23.08,-7.709,-1
2618,長榮航       ,200312,38135,20.48,37.2364,1.4755,0.86232,0.012176,0.036537,0.038137,0.021352,2.0008,85.56,50.86,0,9.99,-50.69,-47.06,17.4805,1
3019,亞光         ,200312,37873,128.82,10.0798,2.7449,1.0537,0.10344,0.23986,0.096356,0.099007,1.3189,224.29,196.5,24.11,4.88,38.09,48.39,-8.9117,-1
2379,瑞昱         ,200312,37856,60.38,14.1075,2.1869,4.196,0.1368,0.1568,0.26575,0.30095,0.14626,887.04,830.43,6.56,5.9,-18.65,-10.1,-28.42,-1
1102,亞泥         ,200312,36894,9.17,5.6258,0.46643,1.0338,0.040639,0.079349,0.11776,0.18359,0.95251,99.85,74.85,7.83,3.74,141.46,167.63,36.8593,1
2371,大同         ,200312,36104,8.6,286.6667,0.79777,0.35655,0.0012255,0.0028976,-0.0063253,0.0013508,1.3645,100.66,64.54,7.91,4.78,45.41,102.81,45.9302,1
5347,世界         ,200312,35744,16.09,268.1667,3.1062,4.1362,0.0078113,0.012257,-0.15196,0.016323,0.56917,254.77,190.64,6.36,7.35,60.68,105.48,-9.8198,-1
2376,技嘉         ,200312,34373,35.68,6.1411,1.0952,0.60382,0.12366,0.17813,0.10145,0.098222,0.44048,255.18,189.88,8.02,8.63,30.21,22.64,-25.1682,-1
1605,華新         ,200312,34293,7.93,79.3,0.47485,0.56602,0.0037329,0.0057797,0.045977,0.0071542,0.54831,155.59,97.36,6.11,8.92,164.57,-66.27,64.691,1
2337,旺宏         ,200312,34112,9.99,-4.6901,1.5045,2.5164,-0.14268,-0.28173,-0.43489,-0.47127,0.97457,112.56,78.19,4.51,6.31,-17.08,27.82,-6.5065,-1
2327,國巨         ,200312,34036,13.93,-39.8,0.86147,1.9374,-0.012898,-0.022091,0.028505,-0.049644,0.71272,211.87,150.59,2.4,4.07,676.37,82.84,-24.5513,-1
2347,聯強         ,200312,33810,19.24,5.7778,0.74257,0.12825,0.056933,0.12159,0.024153,0.022212,1.1357,153.07,106.28,11.12,8.54,33.69,-1.23,17.3597,1
2377,微星         ,200312,33519,27.37,6.0822,0.93064,0.27946,0.072081,0.15127,0.045747,0.045424,1.0986,155.95,99.94,6.88,7.55,-21.77,-10.71,-46.5108,-1
1802,台玻         ,200312,32998,14.62,10.3688,0.70799,1.164,0.054772,0.067357,0.12823,0.11199,0.22978,315.92,230.86,4.29,6.65,5.88,2.19,27.9754,1
1520,D 復盛       ,200312,32966,33.34,5.1057,1.5514,1.0328,0.15989,0.29778,0.23212,0.19912,0.86236,149.47,97.17,3.82,6.51,77.74,91.36,-0.5099,1
3034,聯詠         ,200312,32483,39.78,6.3344,2.1549,1.2343,0.23903,0.34028,0.19558,0.19492,0.42362,282.71,245.39,10.4,5.05,97.06,96.23,37.9588,1
2386,國電         ,200312,31701,89.5,13.6433,3.2369,1.0588,0.12679,0.23721,0.088253,0.077582,0.87089,167.64,137.2,13.46,4.56,15.31,16.11,-100,-1
3008,大立光       ,200312,31641,206.6,14.6733,4.469,7.4964,0.24762,0.30462,0.48048,0.51095,0.23018,388.23,328.13,3.56,3.89,56.47,55.12,-38.3011,-1
2363,矽統         ,200312,30506,38.73,258.2,2.6619,3.0984,0.0075908,0.01049,0.038689,0.01221,0.38193,197.96,162.77,5.94,4.48,137.21,104.79,-43.5838,-1
2394,普立爾       ,200312,29492,43.02,13.1963,2.1949,0.87403,0.08525,0.16294,0.087461,0.065948,0.91131,132.35,79.36,6.32,11.9,38.55,35.74,-37.0525,-1
2418,雅新         ,200312,28630,26.05,6.0581,1.3923,0.91758,0.13608,0.22046,0.17298,0.14524,0.62009,222.64,147.25,5.19,4.86,74.8,100.59,-6.4107,-1
6188,廣明         ,200312,28390,71.46,6.0765,2.2172,0.84189,0.17564,0.33984,0.11883,0.12905,0.9348,185.96,140.48,9.52,6.69,20.21,71.39,-73.4257,-1
2498,宏達電       ,200312,27036,26.74,2.9547,0.75944,0.26612,0.11668,0.24206,0.083379,0.084812,1.0746,160.29,127.4,9.13,4.32,-14.12,26.38,55.7966,1
